title,imageUrl,promptEn,promptCh,sourceUrl
异想天开的传统美食视觉,https://img.opennana.com/prompts/assets/202604/1776863693768-xlr5gk05-1776863700545-1.jpeg,"Create a brand guide line document, and detailed info about how to visually represent this restaurant. its name should be “Can Dende”, colorful, whimsical, but traditional, ruffles is a table stake, vibrant yellow, checker red/white and just super clean and fresh foods. Make me smile",创建一份品牌指南文档，以及关于如何在视觉上呈现这家餐厅的详细信息。它的名字应该是“Can Dende”，色彩丰富，异想天开，但又很传统，荷叶边是必备元素，鲜艳的黄色，红白格子以及超级干净和新鲜的食物。让我微笑,https://opennana.com/awesome-prompt-gallery/whimsical-traditional-food
红夹克少女的四重场景穿梭,https://img.opennana.com/prompts/assets/202604/1776864413506-bed51q1o-1776864426083-1.jpeg,"Create a highly consistent multi-image set where the same young woman with short black hair, freckles, and a red jacket appears in different environments (city, beach, mountains, night street), maintaining exact facial features, proportions, and outfit details, ultra-realistic, cinematic lighting variations.",创建一个高度一致的多图套组，其中同一位留着黑色短发、长有雀斑、穿着红色夹克的年轻女子出现在不同的环境中（城市、海滩、山脉、夜街），保持完全一致的面部特征、比例和服装细节，超写实，电影感光照变化。,https://opennana.com/awesome-prompt-gallery/red-jacket-girl-four-scenes
规范化的色彩与排版设计系统,https://img.opennana.com/prompts/assets/202604/1776864514500-hoc39g9u-1776864522776-1.jpeg,"Generate a multi-page design system where every image follows a strict 8px grid, consistent spacing, typography scale, and color system, showcasing UI components, layouts, and variations with perfect alignment and consistency.",生成一个多页面的设计系统，其中每张图像都遵循严格的8px网格、一致的间距、排版比例和色彩系统，展示具有完美对齐和一致性的UI组件、布局和变体。,https://opennana.com/awesome-prompt-gallery/standardized-color-typography-system
未来主义时尚杂志跨页设计,https://img.opennana.com/prompts/assets/202604/1776864564846-11gs6nx4-1776864584898-1.jpeg,"Design a multi-page editorial magazine spread about futuristic fashion, including cover page, table of contents, and feature layouts, bold typography, experimental grid, high-fashion photography style, dramatic lighting, modern editorial aesthetic.",设计一个关于未来主义时尚的多页编辑杂志跨页，包括封面页、目录页和专题排版，粗体字体，实验性网格，高级时尚摄影风格，戏剧性灯光，现代编辑美学。,https://opennana.com/awesome-prompt-gallery/futuristic-fashion-magazine-spread
VoltRush能量饮料全套营销视觉,https://img.opennana.com/prompts/assets/202604/1776865005282-ir5sc5h6-1776865026908-1.jpeg,"Create a full marketing campaign visual set for a new energy drink called ‘VoltRush’, multiple images including billboard ads, Instagram posts, website banners, and product shots, neon color palette, bold typography, high-energy commercial style.",创建一个名为‘VoltRush’的新能量饮料的完整营销活动视觉套件，多张图像包括广告牌广告、Instagram帖子、网站横幅和产品拍摄，霓虹色彩调色板，粗体排版，高能量商业风格。,https://opennana.com/awesome-prompt-gallery/voltrush-energy-drink-campaign
直播PK比分胶着瞬间,https://img.opennana.com/prompts/assets/202604/1776867180847-tklc7i9s-1776867186919-1.jpeg,"Live stream PK duel screenshot, split screen left and right two streamers, real-time vote score neck and neck",直播PK对决截图，左右分屏两位主播，票数实时比分胶着,https://opennana.com/awesome-prompt-gallery/live-stream-pk-screenshot
三国绝色貂蝉回眸立绘,https://img.opennana.com/prompts/assets/202604/1776867793490-goonx41h-1776867796065-1.jpeg,"Three Kingdoms game Diaochan character portrait, purple sheer dance dress, looking back with a charming smile",三国游戏貂蝉角色立绘，紫色薄纱舞裙，回眸一笑百媚生,https://opennana.com/awesome-prompt-gallery/three-kingdoms-diaochan-portrait
深色毛玻璃音乐播放器界面,https://img.opennana.com/prompts/assets/202604/1776867709444-rbxz4jac-1776867715092-1.jpeg,"Music player interface, dark frosted glass style, currently playing Jay Chou songs",音乐播放器界面，深色毛玻璃风格，正在播放周杰伦歌曲,https://opennana.com/awesome-prompt-gallery/dark-glassmorphism-music-player
深夜烧烤啤酒外卖UI界面,https://img.opennana.com/prompts/assets/202604/1776867225990-ftd39b4y-1776867232782-1.jpeg,"Food delivery app homepage interface, dark mode, recommending ""BBQ beer late night snack zone""","外卖App首页界面，深夜模式，推荐""烧烤啤酒夜宵专区""",https://opennana.com/awesome-prompt-gallery/late-night-bbq-beer-delivery
绝美唐风凤冠佳人的微醺特写,https://img.opennana.com/prompts/assets/202604/1776862583348-foq7djmw-1776862597750-1.jpeg,"Chinese style CG illustration, Tang dynasty aesthetics, stunning ancient woman, half-body close-up shot, visual focus on face and upper body, advanced portrait composition, cinematic lens language and spatial perspective

Character design:
East Asian classical beauty, cold white translucent skin, delicate and realistic skin texture, soft and moist subtle glow;
Exquisite and three-dimensional facial features but natural without being overly exaggerated, narrow phoenix eyes, slightly upturned eye tails, affectionate and shy gaze, slightly intoxicated and hazy, long eyelashes casting subtle shadows;
Lip color like smudged rouge, slightly parted lips, gentle expression rich in emotional tension, presenting ""implicit oriental beauty""

Styling design:
Pink luxurious Tang dynasty costume, softly fitting body curves, rich layers but not overly stacked;
Moderate low neckline design, emphasizing collarbone and neck-shoulder lines, natural visual guidance without being overly blunt;
Wearing an exquisite phoenix crown (metal, pearls, gemstones, tassels), realistic material reflections, swaying slightly with movement

Dynamics and posture:
Body slightly sideways or lightly rotating posture, neck extended, shoulder lines relaxed, hands forming soft guiding lines, enhancing picture rhythm and feminine soft tension

Lighting system:
Cinematic lighting
Key light: warm golden side-front light focusing on face and skin highlights
Fill light: cool environmental light shaping volume and space
Rim light outlining hair and neck-shoulder contours
Highlight control without overexposure, shadows retaining details, soft transition of facial light and shadow

Picture style:
Hyper-realistic CG portrait integrating oriental freehand spirit, slight hazy aesthetics

Atmosphere and texture:
Dreamy, implicit, advanced atmosphere of oriental aesthetics;
Background bokeh, weakening environment to strengthen character;
Slight film grain + soft focus glow, enhancing emotion and texture

Color system:
Primary colors: rouge pink, gilded gold
Secondary colors: cool cyan-blue-gray
Overall low saturation and high texture, avoiding vulgarity

Lens parameters:
85mm portrait lens, f1.4–f2, shallow depth of field, cinematic framing

Image quality:
ultra detailed, 8K–16K, extreme detail, high resolution, cinematic lighting

Aspect ratio:
9:16","国风CG插画，唐风美学，古代绝美女子，半身近景特写，画面重心聚焦面部与上半身，高级人像构图，电影级镜头语言与空间透视

人物设定：
东亚古典美人，冷白通透肌肤，细腻真实皮肤质感，柔润微光；
五官精致立体但自然不过度夸张，狭长凤眼，眼尾微挑，眼神含情带羞、微醺朦胧，长睫毛投下细微阴影；
唇色如胭脂晕染，微启唇，神态柔美而富有情绪张力，呈现“含蓄东方美”

造型设计：
粉色系华丽唐风服饰，轻柔贴合身体曲线，层次丰富但不过度堆叠；
适度低领设计，强调锁骨与颈肩线条，视觉引导自然不过分直白；
头戴精工凤冠（金属、珍珠、宝石、流苏），材质真实反光，随动作轻微摆动

动态与姿态：
身体微侧或轻旋转姿态，颈部延展，肩线舒展，手部形成柔性引导线，增强画面韵律与女性柔美张力

光影系统：
电影级布光
主光：暖金侧前方光聚焦面部与肌肤高光
辅光：冷色环境光塑造体积与空间
边缘光勾勒发丝与肩颈轮廓
高光控制不过曝，阴影保留细节，面部光影柔和过渡

画面风格：
超写实CG人像融合东方写意气韵，轻微朦胧美学

氛围与质感：
梦幻、含蓄、东方审美的高级氛围；
背景虚化，弱化环境强化人物；
轻微胶片颗粒+ 柔焦辉光，增强情绪与质感

色彩体系：
主色：胭脂粉、鎏金
辅色：冷青蓝灰
整体低饱和高质感，避免艳俗

镜头参数：
85mm portrait lens, f1.4–f2, shallow depth of field, cinematic framing

画质：
ultra detailed, 8K–16K, extreme detail, high resolution, cinematic lighting

比例：
9:16",https://opennana.com/awesome-prompt-gallery/stunning-tang-phoenix-beauty-close-up
蒸汽朋克探险记分镜图,https://img.opennana.com/prompts/assets/202604/1776862498099-b4crnnuc-1776862507253-1.jpeg,"Imagine from this image
Storyboard like a steampunk adventure
Assuming approximately 1 minute of footage.

The aspect ratio of the screens shown within the storyboard is 16:9 (priority here is high)

The overall design of the storyboard is output with an aspect ratio of 9:16

Professional design specifications","从这张图像中想象  
像蒸汽朋克探险记那样的分镜  
假设大约1分钟的影像。  

分镜内所示画面的宽高比是16:9（这里优先度较高）  

分镜整体的设计图以宽高比9:16输出  

专业的设计规格",https://opennana.com/awesome-prompt-gallery/steampunk-adventure-storyboard
个人品牌多页套件设计,https://img.opennana.com/prompts/assets/202604/1776862539880-z92hevds-1776862560571-1.jpeg,Created a multi-page brand kit for personal brand,,https://opennana.com/awesome-prompt-gallery/personal-brand-kit-design
悟空全形态超级赛亚人变身,https://img.opennana.com/prompts/assets/202604/1776862347647-yvjve1hu-1776862356662-1.jpeg,Create Goku from Dragon Ball Z showing all his Super Saiyan transformations from base form to ultimate form in one cinematic composition.,创作龙珠Z中的悟空，在一个充满电影感的构图中展示他从基础形态到终极形态的所有超级赛亚人变身。,https://opennana.com/awesome-prompt-gallery/goku-all-super-saiyan-forms
极简命运星盘塔罗海报,https://img.opennana.com/prompts/assets/202604/1776862298410-np7uzl61-1776862308091-1.jpeg,"Generate a collection-level minimalist destiny star chart / tarot poster based on [Character/Theme]. In the center of the image is a huge, elegant, and complete character silhouette-style main visual. The overall strong silhouette feel is retained, but it is not a pure black silhouette; instead, it is a low-saturation, tinted, dark semi-silhouette with a tendency towards the character's theme color. The interior only retains very restrained color layers, slight gradients, and faint glows, without doing a fully colored illustration. The character's recognition is mainly reflected through outline, posture, hairstyle, clothing silhouette, and iconic accessories. Specific facial features are not emphasized, scenes are not filled inside the silhouette, and narrative collages are not made. Automatically generate an exclusive star chart / natal chart system highly matching the [Character] behind the character, including concentric circles, star trails, zodiac scales, constellation lines, moon phases, mystical symbols, geometric astrology patterns, symbolic emblems, and a small amount of decorative details. All color schemes, patterns, symbol systems, decorative elements, material tendencies, and light and atmosphere are automatically deduced and generated based on the [Character]'s identity, temperament, abilities, faction, elemental attributes, worldview, and sense of destiny. It must be strongly bound to the character itself and must not be templated. The overall adopts a strictly symmetrical, completely restrained collection edition tarot card composition, featuring a complete border, corner ornaments, a top numbering area, a central main visual area, and a bottom character name plaque and motto area. The style integrates tarot composition, Art Nouveau decorative style, occult symbol design, and high-end minimalist movie poster aesthetics. The overall feel is solemn, sacred, quiet, exquisite, fateful, and poetic, with a sense of collection and exclusivity. The overall texture should be clean, transparent, sharp, finely crafted, and gorgeous. Decorative lines should be clear and delicate, and may have a faint glow, stardust, energy light patterns, or a sense of metal trim lines; do not have paper texture, do not have a hand-drawn feel, do not have an old paper surface, do not have printing noise, do not have printmaking texture, do not have a manuscript feel, and do not have a distressed texture. The text in the image naturally integrates into the layout: the top may have Roman numerals or destiny numbers, the middle-lower part presents the [Character]'s name, and the bottom adds a destiny motto / oracle short sentence highly matching the character's temperament, which is concise, restrained, and poetic, like a destiny annotation exclusive to the character. Do not have complex scenes, do not have narrative inside the silhouette, do not have extra characters, do not have templated backgrounds, do not have modern UI, do not have cheap fantasy assets, do not be overly crowded, do not lose whitespace, do not have a normal character illustration feel, do not have a pure black silhouette, and do not have a fully thick-painted illustration feel. Vertical version 3:4, high definition, collection level, high degree of completion, exquisite details.","根据【角色/主题】生成一张收藏级极简命运星盘 / 塔罗海报。画面中央为该角色巨大、优雅、完整的人物剪影式主视觉，整体保留强烈剪影感，但不是纯黑剪影，而是带有角色主题色倾向的低饱和、有色、偏暗的半剪影；内部只保留非常克制的颜色层次、轻微渐变与微弱辉光，不做完整上色立绘。人物主要通过轮廓、姿态、发型、服饰外形与标志性配饰体现角色辨识度，不强调具体五官，不在剪影内部填充场景，不做叙事拼贴。   

人物背后自动生成与【角色】高度匹配的专属星盘 / 命盘系统，包括同心圆、星轨、黄道刻度、星座连线、月相、神秘符号、几何占星纹样、象征徽记与少量装饰细节。所有配色、纹样、符号系统、装饰元素、材质倾向与光感氛围，全部根据【角色】的身份、气质、能力、阵营、元素属性、世界观与命运感自动推演生成，必须强绑定角色本身，不得模板化。

整体采用严格对称、完整克制的收藏版塔罗牌构图，具有完整边框、角饰、顶部编号区、中部主视觉区、底部角色名铭牌与箴言区。风格融合塔罗构图、新艺术装饰风格、神秘学符号设计与高级极简电影海报审美，整体庄重、神圣、安静、精致、宿命、诗意，具有收藏感与专属感。

整体质感应干净、通透、锐利、精工、华丽，装饰线条清晰细腻，可带有微弱辉光、星尘、能量光纹或金属饰线感；不要纸张纹理，不要纸绘感，不要古旧纸面，不要印刷噪点，不要版画肌理，不要手稿感，不要做旧质感。

画面文字自然融入版式：顶部可有罗马数字或命运编号，中下部呈现【角色】名字，底部加入一句与角色气质高度契合的命运箴言 / 神谕短句，简洁、克制、诗性，像专属于该角色的命运注解。

不要复杂场景，不要剪影内部叙事，不要额外人物，不要模板化背景，不要现代UI，不要廉价奇幻素材，不要过度拥挤，不要失去留白，不要普通角色插画感，不要纯黑剪影，不要完整厚涂立绘感。

竖版 3:4，高清，收藏级，高完成度，精致细节。",https://opennana.com/awesome-prompt-gallery/minimalist-destiny-tarot-poster
嚣张叛逆的雅儿贝德快拍,https://img.opennana.com/prompts/assets/202604/1776862223420-6yl117l9-1776862228964-1.jpeg,"Style: A screenshot of an Albedo cosplay Instagram story photo;
Content: Squatting on the ground facing the camera, both hands making exaggerated rebellious gestures, rolling eyes, arrogant and disdainful expression.","風格：截取一張雅兒貝德cos的ins快拍寫真；
內容：蹲在地上正對鏡頭，雙手做誇張叛逆手勢，翻白眼，表情囂張又不屑",https://opennana.com/awesome-prompt-gallery/arrogant-rebellious-albedo-story
我的世界版王国之泪地图,https://img.opennana.com/prompts/assets/202604/1776862160526-9jvsja7y-1776862169329-1.jpeg,"Generate a Minecraft game screenshot, the world inside is built with a map scene from The Legend of Zelda: Tears of the Kingdom",生成一张我的世界的游戏截图，里面的世界是构建了一个塞尔达王国之泪的地图场景,https://opennana.com/awesome-prompt-gallery/minecraft-tears-of-the-kingdom-map
冷艳缠枝莲宫廷香膏广告,https://img.opennana.com/prompts/assets/202604/1776846191151-8jtfb7aw-1776846193150-1.jpeg,"Perfume advertisement in the same style as Zhao Feiyan's palm dance, Bronze vase with gold-inlaid intertwined lotus patterns, Cold, glamorous and eerie deep palace atmosphere, Vertical screen 9:16",赵飞燕同款掌中舞香膏广告，错金缠枝莲铜瓶，冷艳诡谲深宫氛围感，竖屏9:16,https://opennana.com/awesome-prompt-gallery/cold-interlocking-lotus-perfume
苹果风软盘发布会宣传图,https://img.opennana.com/prompts/assets/202604/1776846097363-66sg9dqi-1776846098631-1.jpeg,"Generate an Apple-style keynote presentation image, displaying a promotional page for the latest generation 3.5-inch floppy disk in a BentoCard layout.",生成一页苹果风格的发布会图片，以BentoCard形式呈现最新一代的3.5寸软盘的宣传页,https://opennana.com/awesome-prompt-gallery/apple-style-floppy-keynote
妙笔生花极简东方插画,https://img.opennana.com/prompts/assets/202604/1776845921822-1uyaxv6m-1776845923736-1.jpeg,"Minimalist Oriental aesthetics × Commercial illustration style, theme ""Magical Brush Blooming Flowers"",
Vertical composition, adopting S-shaped flowing visual dynamic line, the picture is simple but has a sense of design,
The background is light beige Xuan paper texture, with soft gradient,
A calligraphy brush as the starting point, brushstrokes extend into flowing colorful ink traces, the ink traces gradually transform into blooming flowers in the air, the flower shapes are elegant and moderately realistic,
The color system is coordinated and rich:
Cyan green + Pink + Light orange + Gilded gold embellishment, the colors are soft, transparent and not oversaturated,
Adding slight particle light effects and a sense of flow, local golden thin lines outline the contours,
Overall style: High-end commercial illustration, Oriental artistic conception + Modern design fusion,
The picture is clean, has a sense of breathing, the visual center is clear, suitable for posters or brand KV
High-precision details, soft light and shadow, delicate texture, elegant style, cinematic picture texture, trendy style, digital art texture, modern graphic design elements.","极简东方美学 × 商业插画风格，主题“妙笔生花”，

竖版构图，采用S型流动视觉动线，画面简洁但具有设计感，

背景为浅米色宣纸质感，带柔和渐变，

一支毛笔作为起点，笔触延展为流动的彩色墨迹，墨迹在空中逐渐转化为盛开的花朵，花朵造型优雅、适度写实，

色彩体系协调丰富：
青绿 + 粉色 + 淡橙 + 鎏金点缀，颜色柔和通透不过饱和，

加入轻微粒子光效与流动感，局部金色细线勾勒轮廓，

整体风格：高级商业插画，东方意境 + 现代设计融合，

画面干净、有呼吸感，视觉中心明确，适合海报或品牌KV

高精度细节，柔和光影，细腻质感，优雅格调，电影级画面质感，潮流风格，数字艺术质感，现代图形设计元素。",https://opennana.com/awesome-prompt-gallery/magical-brush-minimal-oriental
奢华巧克力包装设计全案,https://img.opennana.com/prompts/assets/202604/1776864671144-o0hsmfq7-1776864687672-1.jpeg,"Create a multi-image packaging design system for a luxury chocolate brand named ‘Veloura’, including box design, foil-stamped logo, label variations, dielines, branding elements, and realistic product mockups, dark elegant tones, cinematic studio lighting, photorealistic textures.",为名为‘Veloura’的奢华巧克力品牌创建一个多图像包装设计系统，包括盒子设计、烫金logo、标签变体、刀模线、品牌元素以及逼真的产品模型，深沉优雅的色调、电影级工作室照明、照片般逼真的纹理。,https://opennana.com/awesome-prompt-gallery/luxury-chocolate-packaging
疗愈系心理健康应用界面套件,https://img.opennana.com/prompts/assets/202604/1776864449656-wsrux3fo-1776864452894-1.jpeg,"Design a complete mobile app UI kit for a mental wellness app called ‘CalmSpace’, multi-screen layout including onboarding, meditation player, mood tracker, profile, and settings, soft gradients, pastel color palette, glassmorphism UI, smooth shadows, high fidelity, consistent design system.",为一款名为‘CalmSpace’的心理健康应用设计一套完整的移动应用UI套件，多屏幕布局包括引导页、冥想播放器、情绪追踪器、个人资料和设置，柔和渐变，柔和色调，玻璃拟态UI，平滑阴影，高保真，一致的设计系统。,https://opennana.com/awesome-prompt-gallery/healing-mental-wellness-app-ui
地铁车厢里看手机的美丽女人,https://img.opennana.com/prompts/assets/202604/1776862982320-smo6ebit-1776862993086-1.jpeg,A beautiful woman looking at her phone on the subway; a candid photo.,一个美丽的女人在地铁上看手机；一张抓拍照片。,https://opennana.com/awesome-prompt-gallery/subway-phone-beauty
李师师古风琵琶弹唱直播间,https://img.opennana.com/prompts/assets/202604/1776867459746-f1r73o18-1776867469443-1.jpeg,"Li Shishi's live streaming room, ancient style beauty playing pipa and singing, bullet screen full of ""tip ten thousand""","李师师直播间，古风美人琵琶弹唱，弹幕全刷""打赏一万""",https://opennana.com/awesome-prompt-gallery/li-shishi-ancient-pipa-livestream
潘金莲砒霜古风暗黑包装盒设计,https://img.opennana.com/prompts/assets/202604/1776867269892-h8vyl6a8-1776867277968-1.jpeg,"Arsenic packaging box design identical to Pan Jinlian's, ancient style dark series, Water Margin peripheral cultural and creative products",潘金莲同款砒霜包装盒设计，古风暗黑系，水浒周边文创产品,https://opennana.com/awesome-prompt-gallery/pan-jinlian-arsenic-packaging-design
极简文字的个人色彩诊断图,https://img.opennana.com/prompts/assets/202604/1776841521420-vptsxcey-1776841523073-1.jpeg,"Using this portrait, create a diagram-first personal color  analysis. Show which clothing colors suit the subject through visual comparison. Keep text minimal and avoid paragraphs.",使用这张肖像，创建一个图表优先的个人色彩分析。通过视觉对比展示哪些服装颜色适合对象。保持文本最少并避免段落。,https://opennana.com/awesome-prompt-gallery/minimal-text-personal-color-chart
手绘草图包装提案板设计海报,https://img.opennana.com/prompts/assets/202604/1776841889482-07jrvyjf-1776841891553-1.jpeg,"Please generate a product introduction poster in the style of a ""hand-drawn packaging proposal board"" for [Product Name]. 

If I provide a product image, please use this image as the main reference, retain the product's core appearance features, packaging form, color, material, brand identity and overall temperament, and prioritize adopting the main color tone and color scheme from the product image for the design.
If I do not provide a product image, please automatically generate a product appearance and packaging design that matches the positioning of [Product Name], and automatically match natural and reasonable main color, auxiliary color, and background color based on product attributes, category characteristics, and temperament.

Overall poster style requirements:
This is not an ordinary e-commerce detail page, nor a simple studio-shot poster, but a creative proposal board that integrates ""finished product image + packaging design sketch + brand concept development process"". The overall presentation is a highly aesthetic, high-completion brand design display image, like a designer presenting a packaging concept scheme.

Image requirements:
- Vertical composition
- Use a unified and brand-aware main color tone background, the background color is naturally determined by the product itself, not fixed to a certain color
- The color scheme should be coordinated with product attributes: if there is a reference image, prioritize inheriting the main color and brand color of the reference image; if there is no reference image, automatically generate a reasonable color scheme based on the product name
- Place the most complete and eye-catching product main visual in the center of the image, with realistic texture, three-dimensional light and shadow, and commercial finished product effect
- Add multiple auxiliary visual elements around the product: packaging sketches from different angles, structural sketches, partial shape explorations, hand-held display drafts, packaging unfolding ideas, brand typography layout experiments
- Add natural and casual black or dark hand-drawn line drafts, arrows, circled marks, symbols, handwritten Chinese annotations, to give the image a strong sense of ""design process"" and ""creative proposal""
- The finished product image should be relatively exquisite and realistic, while the sketch part should be relatively casual and dynamic, forming a contrast between ""finished product + design sketch""
- The layout looks relaxed and free, but the overall should have order, rhythm, and a visual center, reflecting a high-end graphic design sense
- Can moderately add small graphics, small symbols or fun elements related to the product to enhance brand memory points
- The final effect should have a sense of brand, creativity, process, and visual impact

Color scheme principles:
- Do not fix a yellow background
- Automatically select the main color tone based on product type, material, purpose, consumer feeling, and brand temperament
- The background color, product color, text color, and sketch line color should be coordinated with each other
- Can use a high-saturation single-color background, or a soft and unified color palette background, as long as the overall has a sense of brand and visual impact
- Colors should naturally serve the product, rather than overshadowing it

Style keywords:
Packaging design proposal board, brand concept development, hand-drawn sketch, design process sense, moodboard, creative review draft, finished product rendering, visual experiment, commercial design poster

Please pay special attention:
- If there is a reference product image, prioritize following the reference image, do not deviate from the product itself
- If there is no reference image, automatically generate a reasonable product appearance, packaging, and color scheme based on the product name, and maintain the overall style unity
- The focus of the image is ""product introduction + creative design process display""
- Do not make it into an ordinary e-commerce detail page, do not make it into a promotional poster, do not make it overly neat and rigid, do not lack sketches and handwritten annotations, do not have a cheap sense, do not have a low-brow cartoon sense","请为【产品名称】生成一张“手绘包装提案板风格”的产品介绍海报。 

如果我提供了产品图片，请以该图片为主要参考，保留产品的核心外观特征、包装形态、颜色、材质、品牌识别和整体气质，并优先沿用产品图中的主色调与配色关系进行设计。
如果我没有提供产品图片，请根据【产品名称】自动生成符合该产品定位的产品外观与包装设计，并根据产品属性、品类特征和气质，自动搭配自然合理的主色、辅助色和背景色。

海报整体风格要求：
这不是普通电商详情页，也不是单纯棚拍海报，而是一张融合“产品成品图 + 包装设计草图 + 品牌概念开发过程”的创意提案板。整体呈现为高审美、高完成度的品牌设计展示图，像设计师正在展示一个包装概念方案。

画面要求：
- 竖版构图
- 使用统一且有品牌感的主色调背景，背景颜色根据产品本身自然决定，不固定为某一种颜色
- 配色应与产品属性协调：如果有参考图，优先继承参考图的主色和品牌色；如果没有参考图，则根据产品名称自动生成合理的色彩方案
- 画面中央放置一个最完整、最吸睛的产品主视觉，具有真实质感、立体光影和商业成品效果
- 产品周围加入多个辅助视觉元素：不同角度的包装草图、结构草图、局部造型探索、手持展示小稿、包装展开思路、品牌字样排版试验
- 加入自然随性的黑色或深色手绘线稿、箭头、圈画、符号、手写中文批注，让画面具有强烈“设计过程感”和“创意提案感”
- 成品图要相对精致真实，草图部分要相对随性灵动，形成“完成品 + 设计草图”的对比
- 版式看起来松弛自由，但整体要有秩序、有节奏、有视觉中心，体现高级平面设计感
- 可以适度加入与产品相关的小图形、小符号或趣味元素，增强品牌记忆点
- 最终效果应具有品牌感、创意感、过程感和视觉冲击力

配色原则：
- 不要固定黄色背景
- 要根据产品类型、材质、用途、消费感受和品牌气质自动选择主色调
- 背景色、产品色、文字色、草图线稿色应彼此协调
- 可以使用高饱和单色背景，也可以使用柔和统一色系背景，只要整体有品牌感和视觉冲击力
- 色彩应自然服务于产品，而不是喧宾夺主

风格关键词：
包装设计提案板、品牌概念开发、手绘草图、设计过程感、moodboard、创意评审稿、产品成品渲染、视觉实验、商业设计海报

请特别注意：
- 如果有参考产品图，优先遵循参考图，不要偏离产品本身
- 如果没有参考图，则根据产品名称自动生成合理的产品外观、包装和配色方案，并保持整体风格统一
- 画面重点是“产品介绍 + 创意设计过程展示”
- 不要做成普通电商详情页，不要做成促销海报，不要过度整齐呆板，不要缺少草图和手写批注，不要廉价感，不要低幼卡通感",https://opennana.com/awesome-prompt-gallery/hand-drawn-packaging-proposal-poster
幽暗水殿洛神凝露大片,https://img.opennana.com/prompts/assets/202604/1776846186586-zwrqrjtt-1776846188521-1.jpeg,"Zhen Mi style Luoshen dew advertisement, celadon jade relief Luoshui pattern bottle, secluded water palace dark court blockbuster, aspect ratio 9:16",甄宓同款洛神凝露广告，青玉浮雕洛水纹瓶，幽寂水殿暗黑宫廷大片，比例9:16,https://opennana.com/awesome-prompt-gallery/dark-water-palace-luoshen-dew
旧金山砖墙上的AI海报矩阵,https://img.opennana.com/prompts/assets/202604/1776847303606-zmu87kex-1776847305556-1.jpeg,Make a wheatpaste poster setup on a brick wall in sf featuring posters from various AI labs,在旧金山的一砖墙上制作一个浆糊糊贴海报装置，展示来自各种AI实验室的海报,https://opennana.com/awesome-prompt-gallery/sf-brick-wall-ai-posters
